pair_id,pair_role,pair_type,unordered_entity_a,unordered_entity_b,label_a_to_b,label_b_to_a,student_entity,supervisor_entity,train_entity_1,train_entity_2,train_label,reverse_entity_1,reverse_entity_2,reverse_label,reverse_split
pair_000565,query,supervision_edge,entity_0237,entity_0453,1,0,entity_0237,entity_0453,entity_0453,entity_0237,0,entity_0237,entity_0453,1,test
pair_000566,demo,supervision_edge,entity_0234,entity_0273,1,0,entity_0234,entity_0273,entity_0273,entity_0234,0,entity_0234,entity_0273,1,train
pair_000567,query,supervision_edge,entity_0021,entity_0003,1,0,entity_0021,entity_0003,entity_0021,entity_0003,1,entity_0003,entity_0021,0,test
pair_000568,demo,supervision_edge,entity_0039,entity_0352,1,0,entity_0039,entity_0352,entity_0352,entity_0039,0,entity_0039,entity_0352,1,train
pair_000569,demo,supervision_edge,entity_0314,entity_0060,1,0,entity_0314,entity_0060,entity_0060,entity_0314,0,entity_0314,entity_0060,1,train
pair_000570,demo,supervision_edge,entity_0254,entity_0020,1,0,entity_0254,entity_0020,entity_0020,entity_0254,0,entity_0254,entity_0020,1,train
pair_000571,query,supervision_edge,entity_0038,entity_0273,1,0,entity_0038,entity_0273,entity_0038,entity_0273,1,entity_0273,entity_0038,0,test
pair_000572,query,supervision_edge,entity_0367,entity_0421,1,0,entity_0367,entity_0421,entity_0421,entity_0367,0,entity_0367,entity_0421,1,test
pair_000573,demo,supervision_edge,entity_0155,entity_0006,1,0,entity_0155,entity_0006,entity_0006,entity_0155,0,entity_0155,entity_0006,1,train
pair_000574,query,supervision_edge,entity_0268,entity_0077,1,0,entity_0268,entity_0077,entity_0077,entity_0268,0,entity_0268,entity_0077,1,test
pair_000575,demo,supervision_edge,entity_0267,entity_0373,1,0,entity_0267,entity_0373,entity_0267,entity_0373,1,entity_0373,entity_0267,0,train
pair_000576,query,supervision_edge,entity_0116,entity_0026,1,0,entity_0116,entity_0026,entity_0116,entity_0026,1,entity_0026,entity_0116,0,test
pair_000577,demo,supervision_edge,entity_0390,entity_0020,1,0,entity_0390,entity_0020,entity_0390,entity_0020,1,entity_0020,entity_0390,0,train
pair_000578,query,supervision_edge,entity_0285,entity_0001,1,0,entity_0285,entity_0001,entity_0285,entity_0001,1,entity_0001,entity_0285,0,test
pair_000579,demo,supervision_edge,entity_0080,entity_0169,1,0,entity_0080,entity_0169,entity_0080,entity_0169,1,entity_0169,entity_0080,0,train
pair_000580,demo,supervision_edge,entity_0212,entity_0479,1,0,entity_0212,entity_0479,entity_0212,entity_0479,1,entity_0479,entity_0212,0,train
pair_000581,query,supervision_edge,entity_0469,entity_0076,1,0,entity_0469,entity_0076,entity_0076,entity_0469,0,entity_0469,entity_0076,1,test
pair_000582,query,supervision_edge,entity_0051,entity_0001,1,0,entity_0051,entity_0001,entity_0001,entity_0051,0,entity_0051,entity_0001,1,test
pair_000583,query,supervision_edge,entity_0102,entity_0273,1,0,entity_0102,entity_0273,entity_0273,entity_0102,0,entity_0102,entity_0273,1,test
pair_000584,query,supervision_edge,entity_0459,entity_0413,1,0,entity_0459,entity_0413,entity_0413,entity_0459,0,entity_0459,entity_0413,1,test
pair_000585,query,supervision_edge,entity_0284,entity_0214,1,0,entity_0284,entity_0214,entity_0284,entity_0214,1,entity_0214,entity_0284,0,test
pair_000586,query,supervision_edge,entity_0079,entity_0439,1,0,entity_0079,entity_0439,entity_0079,entity_0439,1,entity_0439,entity_0079,0,test
pair_000587,query,supervision_edge,entity_0241,entity_0316,1,0,entity_0241,entity_0316,entity_0316,entity_0241,0,entity_0241,entity_0316,1,test
pair_000588,demo,supervision_edge,entity_0482,entity_0177,1,0,entity_0482,entity_0177,entity_0482,entity_0177,1,entity_0177,entity_0482,0,train
pair_000589,demo,supervision_edge,entity_0357,entity_0016,1,0,entity_0357,entity_0016,entity_0357,entity_0016,1,entity_0016,entity_0357,0,train
pair_000590,demo,supervision_edge,entity_0024,entity_0421,1,0,entity_0024,entity_0421,entity_0421,entity_0024,0,entity_0024,entity_0421,1,train
pair_000591,query,supervision_edge,entity_0418,entity_0339,1,0,entity_0418,entity_0339,entity_0418,entity_0339,1,entity_0339,entity_0418,0,test
pair_000592,query,supervision_edge,entity_0380,entity_0203,1,0,entity_0380,entity_0203,entity_0203,entity_0380,0,entity_0380,entity_0203,1,test
pair_000593,query,supervision_edge,entity_0112,entity_0488,1,0,entity_0112,entity_0488,entity_0112,entity_0488,1,entity_0488,entity_0112,0,test
pair_000594,demo,supervision_edge,entity_0194,entity_0413,1,0,entity_0194,entity_0413,entity_0413,entity_0194,0,entity_0194,entity_0413,1,train
